order_id,order_date,region,product_category,quantity,sales,profit
16726,2024-11-27 21:00:00,West,Office Supplies,2,491,74
16727,2024-11-27 22:00:00,South,Furniture,3,20,49
16728,2024-11-27 23:00:00,North,Office Supplies,3,377,18
16729,2024-11-28 00:00:00,North,Electronics,3,137,101
16730,2024-11-28 01:00:00,West,Office Supplies,4,498,79
16731,2024-11-28 02:00:00,South,Office Supplies,1,184,37
16732,2024-11-28 03:00:00,West,Office Supplies,4,478,145
16733,2024-11-28 04:00:00,South,Office Supplies,3,132,97
16734,2024-11-28 05:00:00,North,Furniture,2,214,138
16735,2024-11-28 06:00:00,West,Electronics,2,159,110
16736,2024-11-28 07:00:00,North,Office Supplies,4,39,47
16737,2024-11-28 08:00:00,South,Electronics,2,305,32
16738,2024-11-28 09:00:00,East,Furniture,3,477,62
16739,2024-11-28 10:00:00,South,Electronics,3,250,19
16740,2024-11-28 11:00:00,East,Furniture,1,467,111
16741,2024-11-28 12:00:00,North,Electronics,3,98,118
16742,2024-11-28 13:00:00,North,Electronics,2,147,94
16743,2024-11-28 14:00:00,West,Office Supplies,1,104,30
16744,2024-11-28 15:00:00,East,Electronics,2,83,114
16745,2024-11-28 16:00:00,South,Office Supplies,4,293,99
16746,2024-11-28 17:00:00,North,Office Supplies,1,307,133
16747,2024-11-28 18:00:00,East,Electronics,3,422,86
16748,2024-11-28 19:00:00,South,Office Supplies,1,272,50
16749,2024-11-28 20:00:00,East,Electronics,3,113,5
16750,2024-11-28 21:00:00,South,Office Supplies,3,308,55
16751,2024-11-28 22:00:00,South,Office Supplies,2,465,73
16752,2024-11-28 23:00:00,South,Furniture,3,169,73
16753,2024-11-29 00:00:00,South,Furniture,3,384,132
16754,2024-11-29 01:00:00,East,Electronics,3,176,70
16755,2024-11-29 02:00:00,East,Office Supplies,2,235,103
16756,2024-11-29 03:00:00,West,Furniture,3,279,34
16757,2024-11-29 04:00:00,East,Furniture,4,453,140
16758,2024-11-29 05:00:00,East,Furniture,2,479,6
16759,2024-11-29 06:00:00,West,Office Supplies,4,119,104
16760,2024-11-29 07:00:00,East,Electronics,1,141,107
16761,2024-11-29 08:00:00,South,Office Supplies,2,151,29
16762,2024-11-29 09:00:00,North,Office Supplies,4,24,75
16763,2024-11-29 10:00:00,North,Furniture,2,486,108
16764,2024-11-29 11:00:00,West,Office Supplies,3,252,18
16765,2024-11-29 12:00:00,East,Office Supplies,2,186,136
16766,2024-11-29 13:00:00,East,Furniture,1,76,37
16767,2024-11-29 14:00:00,West,Furniture,4,50,41
16768,2024-11-29 15:00:00,North,Office Supplies,2,26,111
16769,2024-11-29 16:00:00,South,Furniture,3,31,34
16770,2024-11-29 17:00:00,East,Electronics,4,29,124
16771,2024-11-29 18:00:00,West,Electronics,4,176,17
16772,2024-11-29 19:00:00,South,Electronics,4,232,86
16773,2024-11-29 20:00:00,West,Electronics,1,160,42
16774,2024-11-29 21:00:00,West,Electronics,3,490,77
16775,2024-11-29 22:00:00,West,Furniture,3,146,91
16776,2024-11-29 23:00:00,North,Furniture,4,217,99
16777,2024-11-30 00:00:00,North,Electronics,2,434,70
16778,2024-11-30 01:00:00,West,Electronics,4,156,45
16779,2024-11-30 02:00:00,East,Electronics,3,198,137
16780,2024-11-30 03:00:00,South,Furniture,1,107,60
16781,2024-11-30 04:00:00,East,Furniture,1,419,53
16782,2024-11-30 05:00:00,North,Office Supplies,4,462,100
16783,2024-11-30 06:00:00,South,Office Supplies,1,461,59
16784,2024-11-30 07:00:00,West,Office Supplies,1,286,7
16785,2024-11-30 08:00:00,East,Office Supplies,2,183,140
16786,2024-11-30 09:00:00,East,Furniture,1,268,77
16787,2024-11-30 10:00:00,West,Furniture,2,20,20
16788,2024-11-30 11:00:00,East,Furniture,4,296,30
16789,2024-11-30 12:00:00,North,Furniture,3,191,86
16790,2024-11-30 13:00:00,West,Electronics,3,375,12
16791,2024-11-30 14:00:00,East,Office Supplies,2,440,107
16792,2024-11-30 15:00:00,West,Furniture,3,281,121
16793,2024-11-30 16:00:00,South,Furniture,4,161,64
16794,2024-11-30 17:00:00,West,Office Supplies,3,112,16
16795,2024-11-30 18:00:00,East,Furniture,1,148,125
16796,2024-11-30 19:00:00,North,Electronics,4,155,48
16797,2024-11-30 20:00:00,West,Furniture,4,130,101
16798,2024-11-30 21:00:00,West,Office Supplies,3,63,141
16799,2024-11-30 22:00:00,East,Electronics,3,398,88
16800,2024-11-30 23:00:00,North,Electronics,2,230,52
16801,2024-12-01 00:00:00,North,Office Supplies,1,362,56
16802,2024-12-01 01:00:00,South,Office Supplies,3,378,40
16803,2024-12-01 02:00:00,South,Electronics,3,380,109
16804,2024-12-01 03:00:00,East,Furniture,2,350,108
16805,2024-12-01 04:00:00,North,Office Supplies,3,430,16
16806,2024-12-01 05:00:00,North,Electronics,1,266,139
16807,2024-12-01 06:00:00,South,Office Supplies,1,251,46
16808,2024-12-01 07:00:00,South,Furniture,4,311,97
16809,2024-12-01 08:00:00,East,Furniture,4,189,90
16810,2024-12-01 09:00:00,North,Electronics,1,423,71
16811,2024-12-01 10:00:00,West,Furniture,2,253,17
16812,2024-12-01 11:00:00,South,Furniture,4,27,122
16813,2024-12-01 12:00:00,East,Furniture,1,321,107
16814,2024-12-01 13:00:00,North,Office Supplies,1,119,135
16815,2024-12-01 14:00:00,North,Electronics,4,272,100
16816,2024-12-01 15:00:00,South,Electronics,1,327,135
16817,2024-12-01 16:00:00,East,Electronics,1,301,39
16818,2024-12-01 17:00:00,West,Furniture,1,310,24
16819,2024-12-01 18:00:00,South,Office Supplies,1,207,109
16820,2024-12-01 19:00:00,East,Electronics,4,406,80
16821,2024-12-01 20:00:00,North,Office Supplies,2,142,52
16822,2024-12-01 21:00:00,West,Electronics,1,151,47
16823,2024-12-01 22:00:00,East,Furniture,3,255,85
16824,2024-12-01 23:00:00,West,Electronics,2,240,72
16825,2024-12-02 00:00:00,East,Electronics,3,81,60
16826,2024-12-02 01:00:00,East,Furniture,3,339,131
16827,2024-12-02 02:00:00,East,Furniture,1,197,57
16828,2024-12-02 03:00:00,East,Electronics,4,239,38
16829,2024-12-02 04:00:00,West,Office Supplies,3,422,50
16830,2024-12-02 05:00:00,South,Furniture,3,190,88
16831,2024-12-02 06:00:00,West,Electronics,3,495,78
16832,2024-12-02 07:00:00,East,Furniture,1,101,54
16833,2024-12-02 08:00:00,West,Office Supplies,1,33,15
16834,2024-12-02 09:00:00,West,Electronics,4,289,119
16835,2024-12-02 10:00:00,West,Electronics,1,73,90
16836,2024-12-02 11:00:00,East,Office Supplies,2,432,79
16837,2024-12-02 12:00:00,West,Office Supplies,4,150,66
16838,2024-12-02 13:00:00,North,Electronics,1,117,27
16839,2024-12-02 14:00:00,East,Office Supplies,1,220,108
16840,2024-12-02 15:00:00,West,Office Supplies,3,379,66
16841,2024-12-02 16:00:00,North,Electronics,1,280,78
16842,2024-12-02 17:00:00,West,Furniture,3,240,21
16843,2024-12-02 18:00:00,South,Office Supplies,1,24,130
16844,2024-12-02 19:00:00,West,Furniture,1,136,45
16845,2024-12-02 20:00:00,West,Furniture,1,320,113
16846,2024-12-02 21:00:00,South,Furniture,1,211,12
16847,2024-12-02 22:00:00,East,Office Supplies,1,467,53
16848,2024-12-02 23:00:00,South,Electronics,4,446,116
16849,2024-12-03 00:00:00,East,Electronics,1,446,110
16850,2024-12-03 01:00:00,South,Electronics,1,135,59
16851,2024-12-03 02:00:00,West,Electronics,3,255,141
16852,2024-12-03 03:00:00,West,Electronics,2,70,36
16853,2024-12-03 04:00:00,East,Electronics,2,32,91
16854,2024-12-03 05:00:00,East,Furniture,4,237,100
16855,2024-12-03 06:00:00,North,Furniture,1,348,61
16856,2024-12-03 07:00:00,North,Furniture,2,87,104
16857,2024-12-03 08:00:00,West,Office Supplies,3,250,9
16858,2024-12-03 09:00:00,West,Office Supplies,3,498,123
16859,2024-12-03 10:00:00,North,Office Supplies,4,344,116
16860,2024-12-03 11:00:00,North,Electronics,3,410,99
16861,2024-12-03 12:00:00,East,Furniture,2,111,67
16862,2024-12-03 13:00:00,South,Office Supplies,2,123,119
16863,2024-12-03 14:00:00,East,Furniture,2,97,141
16864,2024-12-03 15:00:00,North,Electronics,1,491,103
16865,2024-12-03 16:00:00,West,Furniture,3,445,30
16866,2024-12-03 17:00:00,North,Electronics,3,121,38
16867,2024-12-03 18:00:00,West,Office Supplies,1,280,85
16868,2024-12-03 19:00:00,West,Electronics,2,450,10
16869,2024-12-03 20:00:00,West,Electronics,3,323,66
16870,2024-12-03 21:00:00,West,Furniture,2,398,99
16871,2024-12-03 22:00:00,South,Electronics,1,245,79
16872,2024-12-03 23:00:00,North,Office Supplies,2,367,58
16873,2024-12-04 00:00:00,East,Office Supplies,4,194,95
16874,2024-12-04 01:00:00,West,Electronics,1,411,88
16875,2024-12-04 02:00:00,West,Furniture,2,424,117
16876,2024-12-04 03:00:00,East,Office Supplies,1,107,88
16877,2024-12-04 04:00:00,East,Office Supplies,3,137,134
16878,2024-12-04 05:00:00,West,Electronics,4,299,105
16879,2024-12-04 06:00:00,East,Electronics,1,160,31
16880,2024-12-04 07:00:00,East,Office Supplies,2,132,22
16881,2024-12-04 08:00:00,South,Electronics,3,418,128
16882,2024-12-04 09:00:00,East,Electronics,2,268,15
16883,2024-12-04 10:00:00,North,Office Supplies,2,385,8
16884,2024-12-04 11:00:00,North,Furniture,1,108,107
16885,2024-12-04 12:00:00,North,Furniture,1,384,87
16886,2024-12-04 13:00:00,West,Office Supplies,2,328,47
16887,2024-12-04 14:00:00,North,Electronics,1,239,43
16888,2024-12-04 15:00:00,South,Office Supplies,2,475,63
16889,2024-12-04 16:00:00,North,Office Supplies,1,434,83
16890,2024-12-04 17:00:00,West,Electronics,4,474,88
16891,2024-12-04 18:00:00,South,Furniture,1,70,85
16892,2024-12-04 19:00:00,North,Furniture,2,194,59
16893,2024-12-04 20:00:00,South,Electronics,3,442,69
16894,2024-12-04 21:00:00,South,Office Supplies,1,228,97
16895,2024-12-04 22:00:00,West,Electronics,4,136,112
16896,2024-12-04 23:00:00,West,Office Supplies,4,332,87
16897,2024-12-05 00:00:00,South,Electronics,4,453,98
16898,2024-12-05 01:00:00,North,Electronics,4,390,41
16899,2024-12-05 02:00:00,West,Furniture,2,332,126
16900,2024-12-05 03:00:00,South,Furniture,4,310,79
16901,2024-12-05 04:00:00,East,Electronics,3,105,86
16902,2024-12-05 05:00:00,East,Electronics,1,154,58
16903,2024-12-05 06:00:00,West,Furniture,4,328,77
16904,2024-12-05 07:00:00,North,Office Supplies,1,285,95
16905,2024-12-05 08:00:00,East,Furniture,2,239,114
16906,2024-12-05 09:00:00,East,Office Supplies,1,314,56
16907,2024-12-05 10:00:00,East,Furniture,2,205,42
16908,2024-12-05 11:00:00,North,Furniture,2,496,48
16909,2024-12-05 12:00:00,North,Office Supplies,1,182,91
16910,2024-12-05 13:00:00,West,Electronics,4,146,66
16911,2024-12-05 14:00:00,West,Furniture,3,334,72
16912,2024-12-05 15:00:00,East,Furniture,1,136,65
16913,2024-12-05 16:00:00,North,Furniture,3,425,32
16914,2024-12-05 17:00:00,South,Electronics,1,156,74
16915,2024-12-05 18:00:00,East,Furniture,3,275,101
16916,2024-12-05 19:00:00,West,Electronics,1,375,35
16917,2024-12-05 20:00:00,North,Furniture,3,283,131
16918,2024-12-05 21:00:00,West,Office Supplies,3,497,142
16919,2024-12-05 22:00:00,West,Furniture,1,241,144
16920,2024-12-05 23:00:00,North,Furniture,1,395,11
16921,2024-12-06 00:00:00,East,Electronics,2,333,92
16922,2024-12-06 01:00:00,North,Electronics,3,402,79
16923,2024-12-06 02:00:00,East,Electronics,1,370,24
16924,2024-12-06 03:00:00,West,Office Supplies,4,169,124
16925,2024-12-06 04:00:00,North,Office Supplies,4,255,69
16926,2024-12-06 05:00:00,South,Electronics,2,370,148
16927,2024-12-06 06:00:00,East,Office Supplies,4,187,74
16928,2024-12-06 07:00:00,South,Electronics,1,431,142
16929,2024-12-06 08:00:00,East,Office Supplies,3,449,48
16930,2024-12-06 09:00:00,North,Electronics,1,88,94
16931,2024-12-06 10:00:00,South,Electronics,4,228,78
16932,2024-12-06 11:00:00,North,Office Supplies,4,71,37
16933,2024-12-06 12:00:00,East,Furniture,1,286,117
16934,2024-12-06 13:00:00,East,Electronics,2,169,145
16935,2024-12-06 14:00:00,East,Electronics,1,322,106
16936,2024-12-06 15:00:00,East,Furniture,2,364,98
16937,2024-12-06 16:00:00,West,Electronics,4,32,92
16938,2024-12-06 17:00:00,East,Electronics,3,401,102
16939,2024-12-06 18:00:00,South,Office Supplies,3,119,41
16940,2024-12-06 19:00:00,East,Furniture,1,393,23
16941,2024-12-06 20:00:00,North,Electronics,2,192,70
16942,2024-12-06 21:00:00,West,Electronics,4,256,34
16943,2024-12-06 22:00:00,South,Furniture,3,94,147
16944,2024-12-06 23:00:00,West,Furniture,1,344,104
16945,2024-12-07 00:00:00,West,Office Supplies,1,396,112
16946,2024-12-07 01:00:00,West,Office Supplies,4,269,84
16947,2024-12-07 02:00:00,North,Office Supplies,4,97,89
16948,2024-12-07 03:00:00,West,Electronics,1,297,102
16949,2024-12-07 04:00:00,West,Furniture,1,470,108
16950,2024-12-07 05:00:00,East,Office Supplies,1,261,122
16951,2024-12-07 06:00:00,North,Furniture,2,438,42
16952,2024-12-07 07:00:00,South,Electronics,4,435,140
16953,2024-12-07 08:00:00,South,Electronics,1,441,80
16954,2024-12-07 09:00:00,South,Furniture,4,333,43
16955,2024-12-07 10:00:00,North,Furniture,1,443,64
16956,2024-12-07 11:00:00,South,Office Supplies,1,235,113
16957,2024-12-07 12:00:00,North,Furniture,1,239,60
16958,2024-12-07 13:00:00,East,Office Supplies,4,40,22
16959,2024-12-07 14:00:00,East,Furniture,1,324,127
16960,2024-12-07 15:00:00,North,Furniture,1,372,108
16961,2024-12-07 16:00:00,South,Furniture,4,111,144
16962,2024-12-07 17:00:00,North,Electronics,1,314,10
16963,2024-12-07 18:00:00,North,Electronics,3,464,102
16964,2024-12-07 19:00:00,West,Electronics,3,119,75
16965,2024-12-07 20:00:00,North,Office Supplies,1,285,131
16966,2024-12-07 21:00:00,West,Office Supplies,2,187,65
16967,2024-12-07 22:00:00,East,Electronics,4,77,122
16968,2024-12-07 23:00:00,West,Electronics,1,108,72
16969,2024-12-08 00:00:00,North,Furniture,4,192,65
16970,2024-12-08 01:00:00,East,Furniture,2,164,120
16971,2024-12-08 02:00:00,West,Office Supplies,2,140,116
16972,2024-12-08 03:00:00,North,Office Supplies,4,264,21
16973,2024-12-08 04:00:00,East,Furniture,2,343,71
16974,2024-12-08 05:00:00,West,Office Supplies,2,285,63
16975,2024-12-08 06:00:00,North,Electronics,4,392,7
16976,2024-12-08 07:00:00,North,Furniture,2,81,114
16977,2024-12-08 08:00:00,South,Furniture,3,108,107
16978,2024-12-08 09:00:00,South,Office Supplies,1,435,5
16979,2024-12-08 10:00:00,West,Furniture,3,91,83
16980,2024-12-08 11:00:00,West,Furniture,3,189,82
16981,2024-12-08 12:00:00,West,Electronics,1,192,136
16982,2024-12-08 13:00:00,North,Furniture,3,95,8
16983,2024-12-08 14:00:00,West,Furniture,1,424,128
16984,2024-12-08 15:00:00,North,Furniture,1,384,37
16985,2024-12-08 16:00:00,West,Furniture,4,430,15
16986,2024-12-08 17:00:00,North,Electronics,1,403,92
16987,2024-12-08 18:00:00,North,Furniture,1,177,115
16988,2024-12-08 19:00:00,South,Electronics,2,349,106
16989,2024-12-08 20:00:00,East,Electronics,2,232,6
16990,2024-12-08 21:00:00,North,Electronics,3,404,13
16991,2024-12-08 22:00:00,West,Office Supplies,1,28,76
16992,2024-12-08 23:00:00,South,Office Supplies,1,22,108
16993,2024-12-09 00:00:00,West,Furniture,4,388,120
16994,2024-12-09 01:00:00,West,Electronics,1,328,68
16995,2024-12-09 02:00:00,North,Office Supplies,4,189,119
16996,2024-12-09 03:00:00,North,Furniture,1,166,69
16997,2024-12-09 04:00:00,East,Office Supplies,2,25,25
16998,2024-12-09 05:00:00,North,Electronics,2,410,147
16999,2024-12-09 06:00:00,North,Furniture,2,190,20
17000,2024-12-09 07:00:00,East,Electronics,3,99,39
17001,2024-12-09 08:00:00,West,Electronics,1,311,27
17002,2024-12-09 09:00:00,East,Office Supplies,2,471,144
17003,2024-12-09 10:00:00,East,Furniture,4,485,56
17004,2024-12-09 11:00:00,East,Furniture,2,243,23
17005,2024-12-09 12:00:00,South,Furniture,1,371,102
17006,2024-12-09 13:00:00,West,Office Supplies,2,485,140
17007,2024-12-09 14:00:00,South,Furniture,1,314,119
17008,2024-12-09 15:00:00,South,Office Supplies,1,62,91
17009,2024-12-09 16:00:00,North,Furniture,2,440,143
17010,2024-12-09 17:00:00,East,Office Supplies,4,264,127
17011,2024-12-09 18:00:00,East,Furniture,3,431,47
17012,2024-12-09 19:00:00,South,Office Supplies,1,69,102
17013,2024-12-09 20:00:00,North,Electronics,3,314,73
17014,2024-12-09 21:00:00,North,Electronics,2,149,110
17015,2024-12-09 22:00:00,North,Electronics,1,400,38
17016,2024-12-09 23:00:00,West,Furniture,1,271,86
17017,2024-12-10 00:00:00,South,Office Supplies,2,184,144
17018,2024-12-10 01:00:00,West,Electronics,3,120,107
17019,2024-12-10 02:00:00,North,Furniture,4,390,83
17020,2024-12-10 03:00:00,North,Office Supplies,2,469,115
17021,2024-12-10 04:00:00,North,Electronics,2,294,16
17022,2024-12-10 05:00:00,East,Electronics,4,88,83
17023,2024-12-10 06:00:00,South,Furniture,4,63,135
17024,2024-12-10 07:00:00,East,Office Supplies,4,416,84
17025,2024-12-10 08:00:00,West,Furniture,4,169,65
17026,2024-12-10 09:00:00,East,Electronics,2,154,75
17027,2024-12-10 10:00:00,South,Furniture,4,405,77
17028,2024-12-10 11:00:00,East,Furniture,3,337,21
17029,2024-12-10 12:00:00,North,Electronics,4,481,101
17030,2024-12-10 13:00:00,West,Electronics,1,364,6
17031,2024-12-10 14:00:00,West,Office Supplies,1,237,11
17032,2024-12-10 15:00:00,North,Office Supplies,4,408,18
17033,2024-12-10 16:00:00,North,Electronics,2,167,8
17034,2024-12-10 17:00:00,North,Electronics,2,145,14
17035,2024-12-10 18:00:00,South,Office Supplies,3,268,49
17036,2024-12-10 19:00:00,East,Furniture,2,73,48
17037,2024-12-10 20:00:00,West,Electronics,3,351,15
17038,2024-12-10 21:00:00,East,Electronics,3,466,133
17039,2024-12-10 22:00:00,North,Furniture,3,439,57
17040,2024-12-10 23:00:00,North,Office Supplies,4,242,100
17041,2024-12-11 00:00:00,East,Office Supplies,2,228,37
17042,2024-12-11 01:00:00,West,Furniture,1,163,139
17043,2024-12-11 02:00:00,South,Electronics,3,332,87
17044,2024-12-11 03:00:00,East,Furniture,1,339,29
17045,2024-12-11 04:00:00,North,Electronics,3,157,78
17046,2024-12-11 05:00:00,North,Office Supplies,2,374,136
17047,2024-12-11 06:00:00,South,Electronics,4,244,125
17048,2024-12-11 07:00:00,East,Electronics,3,121,144
17049,2024-12-11 08:00:00,South,Electronics,3,118,88
17050,2024-12-11 09:00:00,South,Electronics,1,326,66
17051,2024-12-11 10:00:00,West,Electronics,4,302,66
17052,2024-12-11 11:00:00,West,Office Supplies,2,410,80
17053,2024-12-11 12:00:00,North,Furniture,3,110,149
17054,2024-12-11 13:00:00,East,Office Supplies,2,316,14
17055,2024-12-11 14:00:00,West,Electronics,4,393,37
17056,2024-12-11 15:00:00,North,Furniture,1,223,41
17057,2024-12-11 16:00:00,East,Electronics,4,401,124
17058,2024-12-11 17:00:00,North,Office Supplies,4,257,113
17059,2024-12-11 18:00:00,West,Office Supplies,4,116,134
17060,2024-12-11 19:00:00,North,Electronics,4,140,128
17061,2024-12-11 20:00:00,East,Electronics,2,416,42
17062,2024-12-11 21:00:00,East,Furniture,2,136,25
17063,2024-12-11 22:00:00,North,Furniture,1,85,47
17064,2024-12-11 23:00:00,East,Electronics,3,150,122
17065,2024-12-12 00:00:00,North,Furniture,3,286,98
17066,2024-12-12 01:00:00,East,Electronics,4,408,72
17067,2024-12-12 02:00:00,North,Electronics,4,335,68
17068,2024-12-12 03:00:00,North,Electronics,2,405,129
17069,2024-12-12 04:00:00,North,Office Supplies,3,111,41
17070,2024-12-12 05:00:00,South,Electronics,1,96,83
17071,2024-12-12 06:00:00,East,Electronics,4,257,108
17072,2024-12-12 07:00:00,West,Electronics,2,271,77
17073,2024-12-12 08:00:00,North,Furniture,4,246,38
17074,2024-12-12 09:00:00,South,Electronics,4,379,111
17075,2024-12-12 10:00:00,West,Office Supplies,2,339,8
17076,2024-12-12 11:00:00,North,Office Supplies,3,160,85
17077,2024-12-12 12:00:00,West,Electronics,3,73,104
17078,2024-12-12 13:00:00,South,Electronics,4,159,98
17079,2024-12-12 14:00:00,West,Electronics,3,165,67
17080,2024-12-12 15:00:00,North,Office Supplies,2,293,82
17081,2024-12-12 16:00:00,West,Furniture,3,164,146
17082,2024-12-12 17:00:00,West,Furniture,4,186,32
17083,2024-12-12 18:00:00,North,Electronics,4,105,25
17084,2024-12-12 19:00:00,South,Furniture,2,160,112
17085,2024-12-12 20:00:00,South,Office Supplies,4,64,91
17086,2024-12-12 21:00:00,West,Electronics,3,147,142
17087,2024-12-12 22:00:00,East,Furniture,2,377,30
17088,2024-12-12 23:00:00,West,Electronics,4,136,38
17089,2024-12-13 00:00:00,East,Electronics,2,166,6
17090,2024-12-13 01:00:00,West,Office Supplies,2,491,47
17091,2024-12-13 02:00:00,South,Office Supplies,3,166,56
17092,2024-12-13 03:00:00,West,Furniture,3,40,114
17093,2024-12-13 04:00:00,West,Office Supplies,1,43,137
17094,2024-12-13 05:00:00,East,Electronics,2,177,127
17095,2024-12-13 06:00:00,South,Office Supplies,3,495,53
17096,2024-12-13 07:00:00,East,Furniture,4,67,129
17097,2024-12-13 08:00:00,West,Furniture,1,438,120
17098,2024-12-13 09:00:00,North,Furniture,1,129,80
17099,2024-12-13 10:00:00,West,Office Supplies,4,78,57
17100,2024-12-13 11:00:00,West,Office Supplies,3,36,102
17101,2024-12-13 12:00:00,East,Office Supplies,2,323,32
17102,2024-12-13 13:00:00,North,Office Supplies,1,74,149
17103,2024-12-13 14:00:00,North,Office Supplies,4,156,86
17104,2024-12-13 15:00:00,East,Furniture,4,96,28
17105,2024-12-13 16:00:00,South,Furniture,4,289,92
17106,2024-12-13 17:00:00,North,Office Supplies,4,429,80
17107,2024-12-13 18:00:00,North,Electronics,1,199,40
17108,2024-12-13 19:00:00,East,Furniture,2,104,71
17109,2024-12-13 20:00:00,South,Electronics,3,319,37
17110,2024-12-13 21:00:00,South,Electronics,4,487,88
17111,2024-12-13 22:00:00,West,Furniture,4,158,16
17112,2024-12-13 23:00:00,West,Electronics,2,326,88
17113,2024-12-14 00:00:00,East,Electronics,2,189,85
17114,2024-12-14 01:00:00,South,Furniture,3,261,47
17115,2024-12-14 02:00:00,East,Furniture,1,465,111
17116,2024-12-14 03:00:00,West,Office Supplies,2,438,17
17117,2024-12-14 04:00:00,East,Furniture,1,83,87
17118,2024-12-14 05:00:00,East,Electronics,1,259,94
17119,2024-12-14 06:00:00,North,Furniture,4,114,120
17120,2024-12-14 07:00:00,North,Office Supplies,1,165,137
17121,2024-12-14 08:00:00,North,Furniture,4,417,110
17122,2024-12-14 09:00:00,West,Electronics,4,395,93
17123,2024-12-14 10:00:00,East,Furniture,3,68,137
17124,2024-12-14 11:00:00,North,Electronics,1,472,27
17125,2024-12-14 12:00:00,North,Furniture,2,164,39
17126,2024-12-14 13:00:00,North,Office Supplies,2,424,100
17127,2024-12-14 14:00:00,West,Office Supplies,2,417,58
17128,2024-12-14 15:00:00,West,Furniture,3,278,129
17129,2024-12-14 16:00:00,East,Electronics,4,178,74
17130,2024-12-14 17:00:00,East,Office Supplies,4,236,124
17131,2024-12-14 18:00:00,East,Electronics,2,322,41
17132,2024-12-14 19:00:00,North,Furniture,4,447,123
17133,2024-12-14 20:00:00,South,Office Supplies,4,36,26
17134,2024-12-14 21:00:00,West,Office Supplies,3,493,140
17135,2024-12-14 22:00:00,North,Electronics,1,100,75
17136,2024-12-14 23:00:00,North,Office Supplies,1,203,45
17137,2024-12-15 00:00:00,East,Electronics,3,486,32
17138,2024-12-15 01:00:00,East,Electronics,3,302,35
17139,2024-12-15 02:00:00,North,Furniture,4,90,25
17140,2024-12-15 03:00:00,West,Electronics,3,109,78
17141,2024-12-15 04:00:00,West,Office Supplies,4,216,55
17142,2024-12-15 05:00:00,North,Electronics,1,149,40
17143,2024-12-15 06:00:00,South,Office Supplies,3,99,23
17144,2024-12-15 07:00:00,South,Electronics,4,465,10
17145,2024-12-15 08:00:00,West,Furniture,1,384,19
17146,2024-12-15 09:00:00,East,Furniture,1,222,114
17147,2024-12-15 10:00:00,South,Electronics,2,250,113
17148,2024-12-15 11:00:00,South,Electronics,1,106,128
17149,2024-12-15 12:00:00,East,Electronics,3,246,53
17150,2024-12-15 13:00:00,South,Furniture,3,25,22
17151,2024-12-15 14:00:00,North,Electronics,4,376,88
17152,2024-12-15 15:00:00,South,Electronics,3,468,116
17153,2024-12-15 16:00:00,East,Office Supplies,1,244,142
17154,2024-12-15 17:00:00,North,Furniture,4,165,24
17155,2024-12-15 18:00:00,South,Furniture,1,74,117
17156,2024-12-15 19:00:00,West,Electronics,2,86,65
17157,2024-12-15 20:00:00,North,Electronics,4,204,105
17158,2024-12-15 21:00:00,North,Office Supplies,2,166,63
17159,2024-12-15 22:00:00,West,Electronics,4,93,72
17160,2024-12-15 23:00:00,West,Furniture,3,487,8
17161,2024-12-16 00:00:00,South,Office Supplies,1,158,87
17162,2024-12-16 01:00:00,South,Furniture,4,243,62
17163,2024-12-16 02:00:00,East,Electronics,3,251,62
17164,2024-12-16 03:00:00,East,Office Supplies,3,487,58
17165,2024-12-16 04:00:00,North,Furniture,3,202,32
17166,2024-12-16 05:00:00,West,Furniture,2,115,109
17167,2024-12-16 06:00:00,West,Furniture,3,440,61
17168,2024-12-16 07:00:00,East,Electronics,4,361,68
17169,2024-12-16 08:00:00,North,Electronics,2,267,96
17170,2024-12-16 09:00:00,North,Electronics,1,151,34
17171,2024-12-16 10:00:00,East,Electronics,3,32,90
17172,2024-12-16 11:00:00,East,Furniture,4,89,27
17173,2024-12-16 12:00:00,East,Office Supplies,4,368,22
17174,2024-12-16 13:00:00,South,Electronics,2,461,85
17175,2024-12-16 14:00:00,North,Office Supplies,1,275,129
17176,2024-12-16 15:00:00,North,Furniture,2,405,99
17177,2024-12-16 16:00:00,North,Electronics,3,207,140
17178,2024-12-16 17:00:00,East,Furniture,1,108,111
17179,2024-12-16 18:00:00,East,Electronics,1,435,138
17180,2024-12-16 19:00:00,East,Electronics,1,338,122
17181,2024-12-16 20:00:00,East,Office Supplies,2,335,44
17182,2024-12-16 21:00:00,West,Furniture,4,173,51
17183,2024-12-16 22:00:00,East,Furniture,2,493,119
17184,2024-12-16 23:00:00,South,Furniture,4,169,74
17185,2024-12-17 00:00:00,West,Office Supplies,2,349,139
17186,2024-12-17 01:00:00,West,Office Supplies,4,490,31
17187,2024-12-17 02:00:00,East,Furniture,4,151,58
17188,2024-12-17 03:00:00,North,Furniture,1,163,146
17189,2024-12-17 04:00:00,East,Electronics,4,266,60
17190,2024-12-17 05:00:00,North,Electronics,3,82,112
17191,2024-12-17 06:00:00,East,Office Supplies,3,189,64
17192,2024-12-17 07:00:00,East,Electronics,4,436,55
17193,2024-12-17 08:00:00,North,Furniture,4,416,148
17194,2024-12-17 09:00:00,North,Furniture,4,321,132
17195,2024-12-17 10:00:00,North,Electronics,4,255,138
17196,2024-12-17 11:00:00,North,Electronics,1,416,5
17197,2024-12-17 12:00:00,South,Office Supplies,3,308,16
